relation_id,source_candidate_id,target_candidate_id,relation_type,relation_class,anchor_relation,evidence_basis,confidence,provenance_note
FT-REL-78FA47D05AB5A0,FT-SEED-R1B-P-1938-01,FT-SEED-R1B-P-1988-30,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-5088FE6422DE06,FT-SEED-R1B-P-1938-01,FT-SEED-R1B-P-2015-10,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-8D6B0E1A061261,FT-SEED-R1B-P-1938-14,FT-SEED-R1B-P-0607-01,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-BB619C6C902594,FT-SEED-R1B-P-1938-14,FT-SEED-R1B-P-0607-05,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-DB6561E398CD93,FT-SEED-R1B-P-1938-14,FT-SEED-R1B-P-0607-11,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-B80394F09009EE,FT-SEED-R1B-P-1938-14,FT-SEED-R1B-P-1988-02,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-8C25C277A605FD,FT-SEED-R1B-P-1938-14,FT-SEED-R1B-P-1988-03,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-2AC7C13B711DD7,FT-SEED-R1B-P-1938-14,FT-SEED-R1B-P-1988-17,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-950FEC7AF7F349,FT-SEED-R1B-P-1938-14,FT-SEED-R1B-P-1988-28,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-11FA350B68F77F,FT-SEED-R1B-P-1938-14,FT-SEED-R1B-P-2022-02,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-053FC0DB5EF850,FT-SEED-R1B-P-1938-17,FT-SEED-R1B-P-0607-12,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-68DD7F8A853DBE,FT-SEED-R1B-P-1938-17,FT-SEED-R1B-P-0607-25,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-CB81606D38C132,FT-SEED-R1B-P-1938-17,FT-SEED-R1B-P-0607-26,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-9AA29C687C354D,FT-SEED-R1B-P-1938-17,FT-SEED-R1B-P-0607-27,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-BC8182CB8D36CE,FT-SEED-R1B-P-1938-17,FT-SEED-R1B-P-0607-30,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-A984346156430D,FT-SEED-R1B-P-1938-17,FT-SEED-R1B-P-1988-16,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-F72EA0C12EC39B,FT-SEED-R1B-P-1938-17,FT-SEED-R1B-P-1988-19,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-B6E79699587521,FT-SEED-R1B-P-1938-17,FT-SEED-R1B-P-1988-21,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-DEA125A7477C31,FT-SEED-R1B-P-1938-17,FT-SEED-R1B-P-2022-28,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-74269B127967C8,FT-SEED-R1B-P-1988-23,FT-SEED-R1B-P-2015-07,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-DC110469F1E53E,FT-SEED-R1B-P-1988-23,FT-SEED-R1B-P-2015-17,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-6B28C65F8A0F40,FT-SEED-R1B-P-1988-23,FT-SEED-R1B-P-2015-21,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-A8831E4DA4EA7A,FT-SEED-R1B-P-1988-24,FT-SEED-R1B-P-2015-19,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-9BE8B04B72CE0A,FT-SEED-R1B-P-1988-24,FT-SEED-R1B-P-2022-30,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-68FFC5A20F82C8,FT-SEED-R1B-P-2022-06,FT-SEED-R1B-P-2022-15,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-905B94F723CAFD,FT-SEED-R1B-P-2022-06,FT-SEED-R1B-P-2022-16,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-85BEB013FAAD73,FT-SEED-R1B-P-2022-06,FT-SEED-R1B-P-2022-17,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-76BD5D5020726C,FT-SEED-R1B-P-2022-06,FT-SEED-R1B-P-2022-25,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-F9B1A7B33FC299,FT-SEED-R1B-P-0607-10,FT-SEED-R1B-P-2015-01,SAME_SURFACE_FORM,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Normalized lexical form equality,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-436EE11F6E593E,FT-SEED-R1B-P-0607-10,FT-SEED-R1B-P-2022-01,SAME_SURFACE_FORM,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Normalized lexical form equality,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-C548FADAF23330,FT-SEED-R1B-P-1842-02,FT-SEED-R1B-P-1938-10,SAME_SURFACE_FORM,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Normalized lexical form equality,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-771024166F4CE8,FT-SEED-R1B-P-1938-21,FT-SEED-R1B-P-1988-08,SAME_SURFACE_FORM,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Normalized lexical form equality,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-F703D9C9D856AF,FT-SEED-R1B-P-1938-28,FT-SEED-R1B-P-1988-09,SAME_SURFACE_FORM,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Normalized lexical form equality,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-1890BB46FC99CC,FT-SEED-R1B-P-1988-02,FT-SEED-R1B-P-0607-11,SAME_SURFACE_FORM,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Normalized lexical form equality,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-A7FF8D5A1A9919,FT-SEED-R1B-P-1988-02,FT-SEED-R1B-P-2022-02,SAME_SURFACE_FORM,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Normalized lexical form equality,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-86CA48FEA2B9A3,FT-SEED-R1B-P-2015-25,FT-SEED-R1B-P-2022-03,SAME_SURFACE_FORM,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Normalized lexical form equality,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-351F248D94E04B,FT-SEED-R1B-P-2015-26,FT-SEED-R1B-P-2022-04,SAME_SURFACE_FORM,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Normalized lexical form equality,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-C7955D56C11C55,FT-SEED-R1B-P-0607-10,FT-SEED-R1B-P-2015-01,SHARES_NGRAM_MEASUREMENT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared deduplicated Ngram measurement ID,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-4AC46F1A917094,FT-SEED-R1B-P-0607-10,FT-SEED-R1B-P-2022-01,SHARES_NGRAM_MEASUREMENT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared deduplicated Ngram measurement ID,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-9EF3A90A69F616,FT-SEED-R1B-P-1842-02,FT-SEED-R1B-P-1938-10,SHARES_NGRAM_MEASUREMENT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared deduplicated Ngram measurement ID,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-FE01DEBE508B3D,FT-SEED-R1B-P-1938-21,FT-SEED-R1B-P-1988-08,SHARES_NGRAM_MEASUREMENT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared deduplicated Ngram measurement ID,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-0F617D1AE75F94,FT-SEED-R1B-P-1938-28,FT-SEED-R1B-P-1988-09,SHARES_NGRAM_MEASUREMENT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared deduplicated Ngram measurement ID,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-B5BEA62FAE6B10,FT-SEED-R1B-P-1988-02,FT-SEED-R1B-P-0607-11,SHARES_NGRAM_MEASUREMENT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared deduplicated Ngram measurement ID,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-168BC492857C64,FT-SEED-R1B-P-1988-02,FT-SEED-R1B-P-2022-02,SHARES_NGRAM_MEASUREMENT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared deduplicated Ngram measurement ID,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-8B5F7094C1090F,FT-SEED-R1B-P-2015-25,FT-SEED-R1B-P-2022-03,SHARES_NGRAM_MEASUREMENT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared deduplicated Ngram measurement ID,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-75F305869380E1,FT-SEED-R1B-P-2015-26,FT-SEED-R1B-P-2022-04,SHARES_NGRAM_MEASUREMENT,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared deduplicated Ngram measurement ID,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-5C1201609650D5,FT-SEED-R1B-P-0607-10,FT-SEED-R1B-P-2022-01,USED_BY_MULTIPLE_VOICES,COMPUTATIONAL_STRUCTURAL,VOICE_COMPARISON,Same normalized lexical form assigned to different voices,HIGH,Voice assignment is preserved; shared wording does not imply shared discourse function.
FT-REL-E17D126E097869,FT-SEED-R1B-P-1988-02,FT-SEED-R1B-P-0607-11,USED_BY_MULTIPLE_VOICES,COMPUTATIONAL_STRUCTURAL,VOICE_COMPARISON,Same normalized lexical form assigned to different voices,HIGH,Voice assignment is preserved; shared wording does not imply shared discourse function.
FT-REL-49F5170F170338,FT-SEED-R1B-P-1988-02,FT-SEED-R1B-P-2022-02,USED_BY_MULTIPLE_VOICES,COMPUTATIONAL_STRUCTURAL,VOICE_COMPARISON,Same normalized lexical form assigned to different voices,HIGH,Voice assignment is preserved; shared wording does not imply shared discourse function.
FT-REL-7507E8E39FCC90,FT-SEED-R1B-P-1988-08,FT-SEED-R1B-P-1938-21,USED_BY_MULTIPLE_VOICES,COMPUTATIONAL_STRUCTURAL,VOICE_COMPARISON,Same normalized lexical form assigned to different voices,HIGH,Voice assignment is preserved; shared wording does not imply shared discourse function.
FT-REL-08D80B6986F749,FT-SEED-R1B-P-1988-09,FT-SEED-R1B-P-1938-28,USED_BY_MULTIPLE_VOICES,COMPUTATIONAL_STRUCTURAL,VOICE_COMPARISON,Same normalized lexical form assigned to different voices,HIGH,Voice assignment is preserved; shared wording does not imply shared discourse function.
FT-REL-20CF50348B877B,FT-SEED-R1B-P-1842-15,FT-SEED-R1B-P-2022-16,FALSE_CONTINUITY_RISK,RESEARCH_SEMANTIC_CANDIDATE,CROSS_ANCHOR,Dictionary anchor-sense comparison,HIGH,Historical climatological condition cannot silently inherit modern climate-anxiety meaning.
FT-REL-DC210CA2F441D4,FT-SEED-R1B-P-1988-16,FT-SEED-R1B-P-2022-16,RELATED_NOT_EQUIVALENT,RESEARCH_SEMANTIC_CANDIDATE,CROSS_ANCHOR,FT-SR-1988-SECURITY and FT-SR-2022-ANXIETY,HIGH,Institutional threat/security framing is not personal affect.
FT-REL-12E4C149E894B1,FT-SEED-R1B-P-2015-23,FT-SEED-R1B-P-2015-25,RELATED_NOT_EQUIVALENT,RESEARCH_SEMANTIC_CANDIDATE,WITHIN_ANCHOR,FT-SR-2015-CONCERN and candidate dictionary audit,HIGH,Legal common concern is not personal emotion.
FT-REL-CE44800CB3D380,FT-SEED-R1B-P-2022-16,FT-SEED-R1B-P-2022-03,RELATED_NOT_EQUIVALENT,RESEARCH_SEMANTIC_CANDIDATE,WITHIN_ANCHOR,FT-SR-2022-ANXIETY and FT-SR-2022-WORRIED,HIGH,Research construct and instrument-supplied participant endorsement require separate provenance.
FT-REL-06E4F6F9E12567,FT-SEED-R1B-P-0607-21,FT-SEED-R1B-P-0607-22,SAME_FAMILY_DIFFERENT_SENSE,RESEARCH_SEMANTIC_CANDIDATE,WITHIN_ANCHOR,FT-SR-2006-WORRIED and FT-SR-2007-WORRY,HIGH,Media-prescribed worry differs from survey-elicited endorsement.
FT-REL-64C074586061EC,FT-SEED-R1B-P-1842-25,FT-SEED-R1B-P-2022-14,SAME_FAMILY_DIFFERENT_SENSE,RESEARCH_SEMANTIC_CANDIDATE,CROSS_ANCHOR,Dictionary sense audit and FT-SR-1842-DEPRESSING,HIGH,Embodied/bodily energetic meaning must not be read as modern clinical depression.
