query_id,research_version_id,lexical_form_id,concept_id,concept_label,family_id,family_code,primary_layer_code,anchor_id,anchor_label,strict_start_year,strict_end_year,contextual_start_year,contextual_end_year,surface_form,normalized_form,query_type,query_classification,interpretation_class,ngram_compatibility_status,ngram_execution_eligible,ngram_compatibility_reason,case_policy,hyphenation_policy,orthographic_policy,ocr_policy,production_allowed,ambiguity_risk,precision_risk,recall_risk,retrieval_smoothing,expected_voice_code,source_strata,review_priority,minimum_context,exclusions_note,valid_match_pattern,invalid_match_pattern,reconstructed,provenance_status,source_report,source_page,source_seed_candidate_id,provenance_note
FT-Q-V01-109,fear-temperature-quant-v0.1-provisional,FT-LF-Q-0A96F1960786,FT-C-DEPRESSED_AFFECT,depressed affect,FT-F10,distress_depression,C,FT-A2022,2022,2022,2022,2021,2023,angry,angry,EXACT_STRING,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,MEDIUM,LOW,0,V5,S2022-YALE-US,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",13,FT-SEED-R1B-P-2022-09,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-110,fear-temperature-quant-v0.1-provisional,FT-LF-Q-6AFB642998F6,FT-C-DEPRESSED_AFFECT,depressed affect,FT-F10,distress_depression,C,FT-A2022,2022,2022,2022,2021,2023,frustrated,frustrated,EXACT_STRING,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,MEDIUM,LOW,0,V5,S2022-YALE-US,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",13,FT-SEED-R1B-P-2022-10,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-111,fear-temperature-quant-v0.1-provisional,FT-LF-Q-0AD2E0351BE5,FT-C-PERSONAL_CONCERN,personal concern,FT-F06,concern_alarm,C,FT-A2022,2022,2022,2022,2021,2023,hopeful,hopeful,EXACT_STRING,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,MEDIUM,LOW,0,V5,S2022-YALE-US,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,FT-SEED-R1B-P-2022-11,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-112,fear-temperature-quant-v0.1-provisional,FT-LF-Q-1291EFD4E284,FT-C-DEPRESSED_AFFECT,depressed affect,FT-F10,distress_depression,C,FT-A2022,2022,2022,2022,2021,2023,disgusted,disgusted,EXACT_STRING,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,MEDIUM,LOW,0,V5,S2022-YALE-US,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,FT-SEED-R1B-P-2022-12,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-113,fear-temperature-quant-v0.1-provisional,FT-LF-Q-B51A2108888D,FT-C-DEPRESSED_AFFECT,depressed affect,FT-F10,distress_depression,C,FT-A2022,2022,2022,2022,2021,2023,outraged,outraged,EXACT_STRING,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,MEDIUM,LOW,0,V5,S2022-YALE-US,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,FT-SEED-R1B-P-2022-13,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-114,fear-temperature-quant-v0.1-provisional,FT-LF-Q-22C90970F55E,FT-C-DEPRESSED_AFFECT,depressed affect,FT-F10,distress_depression,C,FT-A2022,2022,2022,2022,2021,2023,depressed,depressed,EXACT_STRING,BACKGROUND_AMBIGUOUS,BACKGROUND_AMBIGUOUS,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,HIGH,HIGH,LOW,0,V5,S2022-YALE-US,HIGH,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","Exclude economic, topographic, meteorological, and unrelated clinical senses.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Exclude economic, topographic, meteorological, and unrelated clinical senses.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,FT-SEED-R1B-P-2022-14,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-115,fear-temperature-quant-v0.1-provisional,FT-LF-Q-B621300AB03E,FT-C-ANXIETY_SYMPTOM_MEASURE,anxiety symptom measure,FT-F09,anxiety,C,FT-A2022,2022,2022,2022,2021,2023,symptoms of anxiety,symptoms of anxiety,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V5,S2022-YALE-US,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,FT-SEED-R1B-P-2022-15,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-116,fear-temperature-quant-v0.1-provisional,FT-LF-CLIMATE_ANXIETY,FT-C-CLIMATE_ANXIETY_RESEARCH_CONSTRUCT,climate anxiety research construct,FT-F09,anxiety,C,FT-A2022,2022,2022,2022,2021,2023,climate anxiety,climate anxiety,EXACT_PHRASE,EXECUTABLE_NGRAM,CLIMATE_SPECIFIC,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S2022-NATURE,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,FT-SEED-R1B-P-2022-16,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-117,fear-temperature-quant-v0.1-provisional,FT-LF-ECO_ANXIETY,FT-C-ECO_ANXIETY_RESEARCH_CONSTRUCT,eco-anxiety research construct,FT-F09,anxiety,C,FT-A2022,2022,2022,2022,2021,2023,eco-anxiety,eco-anxiety,EXACT_STRING,EXECUTABLE_NGRAM,CLIMATE_SPECIFIC,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,MEDIUM,HIGH,0,V1,S2022-REHLING,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,FT-SEED-R1B-P-2022-17,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-118,fear-temperature-quant-v0.1-provisional,FT-LF-Q-3D707CD7CC49,FT-C-PSYCHOLOGICAL_DISTRESS,psychological distress,FT-F10,distress_depression,C,FT-A2022,2022,2022,2022,2021,2023,psychological distress,psychological distress,EXACT_PHRASE,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,V1,S2022-ANU,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",12,FT-SEED-R1B-P-2022-18,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-119,fear-temperature-quant-v0.1-provisional,FT-LF-DISTRESS,FT-C-PSYCHOLOGICAL_DISTRESS,psychological distress,FT-F10,distress_depression,C,FT-A2022,2022,2022,2022,2021,2023,distress,distress,EXACT_STRING,BACKGROUND_AMBIGUOUS,BACKGROUND_AMBIGUOUS,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,HIGH,HIGH,LOW,0,V1,S2022-REHLING,HIGH,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","Exclude financial distress, distress signals, and unrelated clinical contexts.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Exclude financial distress, distress signals, and unrelated clinical contexts.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",13,FT-SEED-R1B-P-2022-19,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-120,fear-temperature-quant-v0.1-provisional,FT-LF-Q-620055E4F2B4,FT-C-DEPRESSED_AFFECT,depressed affect,FT-F10,distress_depression,C,FT-A2022,2022,2022,2022,2021,2023,powerlessness,powerlessness,EXACT_STRING,EXECUTABLE_NGRAM,CONTEXT_REQUIRED,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,MEDIUM,LOW,0,V1,S2022-REHLING,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",13,FT-SEED-R1B-P-2022-20,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-121,fear-temperature-quant-v0.1-provisional,FT-LF-CLIMATIC_CHANGE,FT-C-HISTORICAL_CLIMATIC_CHANGE,historical climatic change,FT-F04,climate,B,FT-A1938,1938,1938,1938,1936,1940,climatic change,climatic change,EXACT_PHRASE,EXECUTABLE_NGRAM,CLIMATE_SPECIFIC,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,,Cross-corpus lexical baseline; passage-level source stratum unresolved.,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-122,fear-temperature-quant-v0.1-provisional,FT-LF-CLIMATE_SYSTEM,FT-C-CLIMATE_SYSTEM,climate system,FT-F04,climate,B,FT-A0607,2006–2007,2006,2007,2005,2008,climate system,climate system,EXACT_PHRASE,EXECUTABLE_NGRAM,CLIMATE_SPECIFIC,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,,Cross-corpus lexical baseline; passage-level source stratum unresolved.,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-123,fear-temperature-quant-v0.1-provisional,FT-LF-CLIMATE_CRISIS,FT-C-CLIMATE_CRISIS_ISSUE_LABEL,climate crisis issue label,FT-F13,crisis_emergency,D,FT-A2022,2022,2022,2022,2021,2023,climate crisis,climate crisis,EXACT_PHRASE,EXECUTABLE_NGRAM,CLIMATE_SPECIFIC,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,,Cross-corpus lexical baseline; passage-level source stratum unresolved.,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-124,fear-temperature-quant-v0.1-provisional,FT-LF-CLIMATE_EMERGENCY,FT-C-CLIMATE_EMERGENCY_DECLARATION,climate emergency frame / declaration,FT-F13,crisis_emergency,D,FT-A2022,2022,2022,2022,2021,2023,climate emergency,climate emergency,EXACT_PHRASE,EXECUTABLE_NGRAM,CLIMATE_SPECIFIC,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,,Cross-corpus lexical baseline; passage-level source stratum unresolved.,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-125,fear-temperature-quant-v0.1-provisional,FT-LF-HEAT,FT-C-PHYSICAL_HEAT_STATE,physical heat source / state,FT-F02,heat,A,FT-A1842,1842,1842,1842,1839,1845,heat,heat,EXACT_STRING,BACKGROUND_AMBIGUOUS,BACKGROUND_AMBIGUOUS,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,HIGH,HIGH,LOW,0,,Cross-corpus lexical baseline; passage-level source stratum unresolved.,HIGH,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","Exclude cooking, oven, machinery, process heat, and political metaphor senses.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Exclude cooking, oven, machinery, process heat, and political metaphor senses.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-126,fear-temperature-quant-v0.1-provisional,FT-LF-EXTREME_HEAT,FT-C-EXTREME_HEAT_HAZARD,extreme-heat hazard,FT-F02,heat,A,FT-A2022,2022,2022,2022,2021,2023,extreme heat,extreme heat,EXACT_PHRASE,EXECUTABLE_NGRAM,CLIMATE_SPECIFIC,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,MEDIUM,LOW,LOW,0,,Cross-corpus lexical baseline; passage-level source stratum unresolved.,MEDIUM,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","No predefined term-specific exclusion; apply source, date, sense, voice, and context review.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Wrong referent, sense, date, voice, or insufficient context.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-127,fear-temperature-quant-v0.1-provisional,FT-LF-FEAR,FT-C-DIRECT_FEAR,direct fear,FT-F08,fear_afraid,C,FT-A2022,2022,2022,2022,2021,2023,fear,fear,EXACT_STRING,BACKGROUND_AMBIGUOUS,BACKGROUND_AMBIGUOUS,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,HIGH,HIGH,LOW,0,,Cross-corpus lexical baseline; passage-level source stratum unresolved.,HIGH,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.",Require an identified experiencer and climate/temperature/consequence target.,Exact report-visible surface string; semantic acceptance requires source-level review.,Require an identified experiencer and climate/temperature/consequence target.,True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-128,fear-temperature-quant-v0.1-provisional,FT-LF-WORRY,FT-C-SPONTANEOUS_WORRY,spontaneous worry,FT-F07,worry,C,FT-A0607,2006–2007,2006,2007,2005,2008,worry,worry,EXACT_STRING,BACKGROUND_AMBIGUOUS,BACKGROUND_AMBIGUOUS,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,HIGH,HIGH,LOW,0,,Cross-corpus lexical baseline; passage-level source stratum unresolved.,HIGH,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","Separate media prescription, instrument wording, participant endorsement, and spontaneous use.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Separate media prescription, instrument wording, participant endorsement, and spontaneous use.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-129,fear-temperature-quant-v0.1-provisional,FT-LF-WORRIED,FT-C-SPONTANEOUS_WORRY,spontaneous worry,FT-F07,worry,C,FT-A0607,2006–2007,2006,2007,2005,2008,worried,worried,EXACT_STRING,BACKGROUND_AMBIGUOUS,BACKGROUND_AMBIGUOUS,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,HIGH,HIGH,LOW,0,,Cross-corpus lexical baseline; passage-level source stratum unresolved.,HIGH,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","Separate media prescription, instrument wording, participant endorsement, and spontaneous use.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Separate media prescription, instrument wording, participant endorsement, and spontaneous use.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
FT-Q-V01-130,fear-temperature-quant-v0.1-provisional,FT-LF-CONCERN,FT-C-PERSONAL_CONCERN,personal concern,FT-F06,concern_alarm,C,FT-A2015,2015,2015,2015,2014,2016,concern,concern,EXACT_STRING,BACKGROUND_AMBIGUOUS,BACKGROUND_AMBIGUOUS,COMPATIBLE,True,Compatible exact string/phrase for unsmoothed public Ngram retrieval (current interface supports up to seven words).,CASE_INSENSITIVE_AGGREGATE,Use attested spelling only; do not generate speculative variants.,Use report-visible form; variants require separate identified rules.,No speculative OCR variants; add only after image-level confirmation.,True,HIGH,HIGH,LOW,0,,Cross-corpus lexical baseline; passage-level source stratum unresolved.,HIGH,"Matching sentence plus preceding/following sentence and enclosing paragraph; preserve source, date, speaker, and quotation boundary.","Separate personal affect, institutional evaluation, legal formula, and business-enterprise senses.",Exact report-visible surface string; semantic acceptance requires source-level review.,"Separate personal affect, institutional evaluation, legal formula, and business-enterprise senses.",True,RECONSTRUCTED_FROM_REPORT,"Fear of Temperature — Deep Research Round Two_ Historical Semantic Validation, Cross-Voice Relationa.pdf",14–17,,New quantitative-v0.1 rule ID. The missing legacy query_rules.csv and its row identities have not been reconstructed or claimed.
